0.746,0.293,0.575,0.511,0.363,0.666,0.646,0.279,0.407,0.183,0.785,0.592,0.371
0.121,0.611,0.482,0.09,0.443,0.592,0.562,0.341,0.353,0.503,0.136,0.592,0.413
0.329,0.103,0.859,0.496,0.595,0.408,0.375,0.527,0.586,0.478,0.706,0.654,0.341
0.903,0.392,0.504,0.429,0.27,0.74,0.75,0.193,0.407,0.271,0.641,0.247,0.456
0.947,0.66,0.429,0.07,0.385,0.445,0.542,0.352,0.322,0.458,0.142,0.445,0.419
0.999,0.363,0.519,0.46,0.295,0.74,0.729,0.216,0.44,0.303,0.663,0.235,0.425
0.538,0.275,0.64,0.465,0.694,0.223,0.251,0.675,0.675,0.712,0.524,0.543,0.328
0.642,0.311,0.655,0.388,0.41,0.74,0.646,0.276,0.44,0.32,0.635,0.531,0.373
0.746,0.34,0.547,0.465,0.524,0.629,0.5,0.398,0.471,0.362,0.635,0.765,0.355
0.85,0.285,0.661,0.424,0.27,0.703,0.729,0.195,0.412,0.149,0.851,0.395,0.432
0.642,0.425,0.429,0.462,0.308,0.629,0.666,0.248,0.371,0.149,0.759,0.543,0.36
0.746,0.216,0.74,0.446,0.73,0.223,0.209,0.715,0.674,0.665,0.598,0.703,0.322
0.903,0.284,0.763,0.305,0.49,0.555,0.521,0.392,0.44,0.344,0.597,0.74,0.365
0.178,0.139,0.81,0.491,0.728,0.186,0.209,0.717,0.626,0.554,0.671,0.876,0.186
0.199,0.224,0.682,0.498,0.549,0.518,0.458,0.458,0.487,0.298,0.776,0.839,0.341
0.152,0.131,0.881,0.422,0.564,0.297,0.354,0.552,0.547,0.398,0.747,0.703,0.277
0.178,0.219,0.715,0.471,0.858,0.149,0.126,0.815,0.822,0.746,0.8,0.703,0.236
0.017,0.144,0.788,0.509,0.196,0.814,0.833,0.12,0.283,0.155,0.55,0.334,0.483
0.269,0.45,0.376,0.483,0.649,0.223,0.271,0.645,0.59,0.423,0.803,0.814,0.386
0.009,0.108,0.863,0.481,0.331,0.888,0.75,0.18,0.459,0.325,0.669,0.284,0.476
0.087,0.098,0.907,0.447,0.642,0.408,0.354,0.567,0.567,0.6,0.463,0.716,0.357
0.165,0.102,0.839,0.52,0.821,0.186,0.147,0.795,0.794,0.675,0.853,0.716,0.277
0.295,0.285,0.616,0.476,0.723,0.297,0.251,0.675,0.749,0.637,0.814,0.58,0.255
0.022,0.1,0.883,0.473,0.3,0.777,0.75,0.196,0.411,0.268,0.655,0.334,0.503
0.178,0.247,0.639,0.504,0.912,0.075,0.063,0.91,0.884,0.846,0.777,0.666,0.348
0.282,0.219,0.695,0.494,0.878,0.075,0.084,0.881,0.8,0.775,0.705,0.777,0.329
0.147,0.23,0.686,0.488,0.652,0.149,0.23,0.672,0.567,0.488,0.648,0.827,0.255
0.225,0.179,0.776,0.466,0.913,0.038,0.043,0.91,0.882,0.825,0.807,0.691,0.35
0.238,0.07,0.898,0.505,0.819,0.223,0.167,0.762,0.788,0.71,0.784,0.691,0.359
0.022,0.208,0.607,0.614,0.431,0.629,0.562,0.357,0.646,0.434,0.914,0.235,0.55
0.116,0.015,0.568,0.985,0.55,0.592,0.479,0.428,0.631,0.365,0.992,0.568,0.374
0.082,0.067,0.911,0.495,0.62,0.445,0.375,0.526,0.572,0.487,0.659,0.74,0.325
0.011,0.272,0.622,0.452,0.263,0.925,0.833,0.127,0.359,0.229,0.601,0.334,0.512
0.152,0.192,0.78,0.44,0.694,0.334,0.292,0.628,0.703,0.648,0.693,0.568,0.29
0.022,0.06,0.913,0.505,0.234,0.925,0.853,0.097,0.389,0.128,0.834,0.358,0.454
0.178,0.923,0.102,0.006,0.001,0.555,0.874,0.068,0.005,0.062,0.072,0.001,0.422
0.053,0.313,0.561,0.494,0.843,0.149,0.126,0.818,0.768,0.649,0.837,0.827,0.35
0.022,0.2,0.749,0.462,0.287,0.777,0.75,0.189,0.397,0.237,0.673,0.346,0.466
0.173,0.204,0.77,0.431,0.595,0.482,0.396,0.519,0.614,0.527,0.688,0.555,0.325
0.335,0.223,0.677,0.509,0.664,0.149,0.23,0.698,0.561,0.552,0.529,0.851,0.273
0.017,0.105,0.853,0.451,0.362,0.74,0.687,0.251,0.398,0.353,0.485,0.395,0.479
0.199,0.244,0.757,0.38,0.795,0.112,0.147,0.805,0.768,0.672,0.8,0.703,0.29
0.04,0.257,0.672,0.455,0.706,0.186,0.209,0.712,0.623,0.692,0.438,0.716,0.308
0.1,0.095,0.915,0.444,0.735,0.186,0.209,0.729,0.739,0.665,0.746,0.605,0.343
0.256,0.044,0.991,0.44,0.914,0.112,0.084,0.876,0.892,0.814,0.847,0.679,0.286
0.29,0.563,0.217,0.48,0.938,0.075,0.043,0.926,0.853,0.796,0.789,0.814,0.273
0.04,0.237,0.722,0.433,0.58,0.408,0.396,0.517,0.567,0.531,0.577,0.592,0.358
0.082,0.244,0.73,0.396,0.295,0.703,0.708,0.219,0.447,0.235,0.788,0.321,0.486
0.113,0.316,0.611,0.43,0.982,0.038,0.022,0.972,0.912,0.862,0.814,0.777,0.289
0.335,0.346,0.544,0.46,0.89,0.112,0.105,0.863,0.785,0.714,0.771,0.876,0.27
0.022,0.097,0.821,0.551,0.316,0.74,0.708,0.228,0.426,0.142,0.894,0.494,0.498
0.1,0.085,0.932,0.44,0.791,0.223,0.188,0.755,0.797,0.716,0.794,0.605,0.336
0.277,0.356,0.531,0.457,0.639,0.445,0.375,0.546,0.648,0.478,0.845,0.654,0.333
0.355,0.054,0.877,0.51,0.349,0.777,0.687,0.226,0.44,0.324,0.626,0.358,0.476
0.017,0.181,0.616,0.65,0.556,0.408,0.396,0.507,0.65,0.425,0.938,0.518,0.443
0.113,0.189,0.724,0.51,0.483,0.592,0.521,0.374,0.417,0.318,0.585,0.79,0.278
0.225,0.893,0.014,0.001,0.695,0.223,0.23,0.671,0.616,0.886,0.106,0.309,0.394
0.017,0.145,0.797,0.498,0.276,0.777,0.77,0.18,0.358,0.143,0.738,0.482,0.501
0.017,0.227,0.685,0.486,0.384,0.74,0.666,0.275,0.493,0.308,0.774,0.408,0.494
0.03,0.087,0.899,0.476,0.169,0.999,0.937,0.04,0.33,0.112,0.725,0.272,0.543
0.035,0.122,0.84,0.477,0.254,0.814,0.791,0.153,0.377,0.192,0.701,0.346,0.464
0.035,0.058,0.909,0.509,0.441,0.518,0.521,0.385,0.532,0.358,0.779,0.445,0.444
0.006,0.139,0.832,0.447,0.379,0.666,0.625,0.296,0.423,0.408,0.451,0.334,0.449
0.017,0.225,0.556,0.507,0.292,0.851,0.791,0.164,0.455,0.228,0.818,0.321,0.521
0.035,0.144,0.789,0.489,0.388,0.74,0.646,0.268,0.389,0.197,0.72,0.679,0.331
0.069,0.327,0.575,0.455,0.374,0.592,0.604,0.329,0.525,0.343,0.789,0.309,0.449
0.069,0.404,0.458,0.463,0.441,0.74,0.625,0.304,0.491,0.357,0.689,0.506,0.385
0.074,0.3,0.594,0.478,0.347,0.703,0.666,0.249,0.385,0.147,0.792,0.617,0.379
0.126,0.341,0.547,0.464,0.848,0.075,0.105,0.85,0.791,0.675,0.848,0.777,0.223
0.173,0.275,0.686,0.404,0.944,0.038,0.022,0.957,0.827,0.827,0.68,0.876,0.236
0.147,0.233,0.696,0.47,0.502,0.555,0.5,0.408,0.538,0.408,0.713,0.543,0.261
0.225,0.481,0.331,0.43,0.283,0.851,0.791,0.149,0.268,0.195,0.451,0.592,0.301
0.34,0.299,0.639,0.426,0.377,0.518,0.583,0.339,0.426,0.203,0.796,0.58,0.285
0.105,0.108,0.846,0.502,0.517,0.592,0.5,0.407,0.531,0.446,0.633,0.555,0.248
0.053,0.246,0.696,0.442,0.388,0.629,0.604,0.308,0.359,0.308,0.471,0.629,0.344
0.381,0.305,0.68,0.367,0.569,0.445,0.417,0.494,0.61,0.465,0.782,0.555,0.326
0.342,0.506,0.429,0.325,0.646,0.408,0.354,0.559,0.562,0.478,0.652,0.839,0.282
0.277,0.108,0.855,0.482,0.897,0.075,0.084,0.879,0.748,0.999,0.218,0.814,0.308
0.152,0.287,0.658,0.424,0.757,0.223,0.209,0.734,0.732,0.793,0.521,0.543,0.317
0.342,0.171,0.78,0.471,0.694,0.186,0.23,0.701,0.626,0.54,0.695,0.79,0.268
0.147,0.218,0.736,0.447,0.855,0.001,0.063,0.896,0.707,0.599,0.78,0.999,0.226
0.413,0.29,0.689,0.382,0.535,0.555,0.479,0.443,0.518,0.398,0.682,0.679,0.335
0.694,0.314,0.553,0.502,0.47,0.518,0.5,0.398,0.462,0.392,0.565,0.592,0.335
0.329,0.284,0.604,0.492,0.472,0.629,0.542,0.365,0.398,0.309,0.559,0.814,0.339
0.642,0.255,0.637,0.503,0.441,0.629,0.562,0.342,0.419,0.297,0.624,0.679,0.338
0.824,0.322,0.549,0.49,0.681,0.371,0.313,0.603,0.592,0.588,0.537,0.802,0.345
0.225,0.362,0.609,0.355,0.373,0.74,0.666,0.261,0.388,0.191,0.727,0.642,0.35
0.616,0.344,0.605,0.391,0.441,0.629,0.583,0.337,0.47,0.239,0.833,0.642,0.335
0.824,0.271,0.615,0.502,0.386,0.666,0.625,0.292,0.359,0.304,0.476,0.629,0.35
0.256,0.556,0.563,0.016,0.478,0.445,0.479,0.418,0.38,0.516,0.178,0.666,0.348
